00:26:58		SD: Well, shortly after Contemporary Verse got going and Irving Layton and Dorothy Livesay and Anne Marriott appeared in its pages, Preview, a new little magazine was founded in Montreal.	Djwa
00:27:09		As P. K. Page is not here to tell the Preview story, perhaps we should have a few sentences on it. Preview began in March 1942 as a mimeograph bulletin. F. R. Scott, Patrick Anderson, and Neville Shaw were among the original founders, and P. K. Page and A. M. Klein soon joined the group.	Djwa
00:27:31		The first editorial of this little magazine stated that the poets involved were all anti-fascist, and this is what they said: “We feel that the existence of a war between democratic culture and the paralyzing forces of dictatorship only intensifies the writer’s obligation to work. Now more than ever, creative and experimental writing must be kept alive and there must be no retreat.”	Djwa
00:27:39		SD quoting Preview editors	Djwa
00:27:57		World War II, then, brought with it a new interest in the arts, especially poetry and especially poetry in the service of democracy.	Djwa
00:28:07		First Statement, a second little magazine began shortly after Preview, partly, as Irving will probably tell us, because John Sutherland, the founder of First Statement submitted some poems to Preview and they weren’t accepted. So he then decided he needed an outlet for his poetry and First Statement came into being.	Djwa
00:28:32		First Statement also took a political stand. However, the cosmopolitanism, especially the British influence of the Preview group irked First Statement members, especially John Sutherland, Irving Layton, and Louis Dudek. They saw Preview’s cosmopolitanism as just another name for colonialism.	Djwa
00:28:55		As John Sutherland wrote: “a poet preaching politics in the guise of Auden may be just as colonial as a member of the CAA praising Britain in the metres of Tennyson.” What Sutherland wanted was a poetry that stopped being a parasite on other literatures and has had the courage to decide its own problems in its own way.	Djwa
00:28:57		SD quotes John Sutherland	Djwa
00:29:18		Irving Layton, who began to write in the pages of First Statement, and in fact in the early years of the war as Lieutenant Layton can best speak of this period.	Djwa
00:29:32		He hardly needs an introduction to this audience as many of you will have heard his excellent reading last night. In the early ‘40s, Irving was writing particularly of the social injustices, which he perceived in Montreal and in the larger world around him.	Djwa
00:29:48		In the April 1943 issue of First Statement, we find a verse from Irving called “The Modern Poet” and here are the first four lines:	Djwa
00:29:58		SD recites excerpt from "The Modern Poet" by Irving Layton.	Djwa
00:30:07		Irving Layton, is, above all, a passionate poet. And his great contribution to Canadian literature is that he brought eros to Canadian poetry, where she properly belonged.	Djwa
00:30:32		In the early ‘40s and late ‘50s he complained that Canadians were “too dull, too conservative, and much too neglectful of the joys of the flesh.”	Djwa
00:30:42		In pastorals such as “Look, The Lambs Are All About Us,” he set out to educate Canadians: “Hell, my back sunburnt from so much lovemaking in the open air. What luck, what luck to be loved by the one girl in this Presbyterian country who knows how to give a man pleasure”	Djwa
00:30:48		SD recites excerpt from "Look, The Lambs Are All About Us" by Irving Layton	Djwa
